,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Kolo,PL,52.2002,18.6387,43.09,98,100,2.84,overcast clouds
344,Lagoa,PT,39.05,-27.9833,57.0,78,79,20.18,light rain
345,Saint-Francois,FR,46.4154,3.9054,45.84,87,0,3.44,clear sky
346,Nandi Hills,KE,0.1066,35.1838,59.65,87,49,1.66,scattered clouds
347,Belfast,GB,54.5833,-5.9333,48.02,73,82,11.5,broken clouds
348,Fairbanks,US,64.8378,-147.7164,44.56,31,0,5.75,clear sky
349,Bauru,BR,-22.3147,-49.0606,64.83,85,4,5.01,clear sky
350,Rehoboth,NA,-23.3167,17.0833,55.51,57,36,4.85,scattered clouds
351,Carnarvon,AU,-24.8667,113.6333,78.87,53,95,10.36,overcast clouds
352,Kalmunai,LK,7.4167,81.8167,86.79,65,44,5.14,scattered clouds
353,Amahai,ID,-3.3333,128.9167,86.05,67,89,5.88,overcast clouds
354,Mar Del Plata,AR,-38.0023,-57.5575,59.88,90,0,7.0,clear sky
355,Suileng,CN,47.25,127.0833,63.63,37,100,13.04,light rain
356,Ustka,PL,54.5805,16.8619,43.75,87,99,8.1,overcast clouds
357,Saint Anthony,US,45.0205,-93.218,42.73,95,100,5.75,overcast clouds
358,Ginda,IN,30.6945,78.4932,79.77,20,98,6.29,overcast clouds
359,Prado,BR,-17.3411,-39.2208,71.37,86,1,5.61,clear sky
360,Bela Palanka,RS,43.2183,22.3111,35.47,94,47,5.53,scattered clouds
361,Molepolole,BW,-24.4066,25.4951,50.14,79,56,4.59,broken clouds
362,Chino Valley,US,34.7575,-112.4538,61.81,29,0,8.05,clear sky
363,Zhigansk,RU,66.7697,123.3711,26.04,79,100,4.94,overcast clouds
364,Keetmanshoop,NA,-26.5833,18.1333,62.31,47,68,8.03,broken clouds
365,Bahia Blanca,AR,-38.7196,-62.2724,50.63,86,1,4.88,clear sky
366,San Cristobal,VE,7.7669,-72.225,66.38,97,100,3.27,overcast clouds
367,Prince Albert,CA,53.2001,-105.7677,30.15,64,40,6.91,scattered clouds
368,Nishihara,JP,26.1842,127.7558,83.86,76,75,20.71,broken clouds
369,Ossora,RU,59.2353,163.0719,26.76,81,7,5.99,clear sky
370,Siderno,IT,38.2779,16.302,57.33,89,90,6.15,overcast clouds
371,Marsabit,KE,2.3284,37.9899,62.78,91,100,16.69,light rain
372,Santa Cruz,BO,-17.8,-63.1667,72.86,88,75,3.44,broken clouds
373,Barcelos,PT,41.5388,-8.6151,46.85,77,89,2.8,overcast clouds
374,Mareeba,AU,-17.0,145.4333,75.43,91,98,4.54,light rain
375,Lima,PE,-12.0432,-77.0282,71.91,71,0,8.05,clear sky
376,Mets Masrik,AM,40.2183,45.7681,49.91,66,9,6.46,clear sky
377,Karratha,AU,-20.7377,116.8463,94.48,25,3,12.93,clear sky
378,Lahan,NP,26.7296,86.4951,90.84,40,29,9.71,scattered clouds
379,Aviles,ES,43.5547,-5.9248,46.76,73,20,8.05,few clouds
380,Tank,PK,32.2217,70.3793,91.35,11,0,4.12,clear sky
381,Touros,BR,-5.1989,-35.4608,76.08,89,35,7.52,scattered clouds
382,Ambovombe,MG,-25.1667,46.0833,74.75,82,51,19.01,broken clouds
383,Liman,UA,48.9884,37.8023,43.75,72,6,8.66,clear sky
384,Magadan,RU,59.5667,150.8,33.53,67,100,6.2,overcast clouds
385,Kyakhta,RU,50.3508,106.4494,45.28,26,99,10.45,overcast clouds
386,Svetlogorsk,BY,52.6333,29.7333,41.77,98,100,3.91,overcast clouds
387,Khammam,IN,17.25,80.15,97.05,35,14,11.77,few clouds
388,Krasnofarfornyy,RU,59.1364,31.8502,42.17,87,34,9.69,scattered clouds
389,Zhangjiakou,CN,40.81,114.8794,59.85,24,38,22.91,light rain
390,Barra Do Corda,BR,-5.5,-45.25,72.12,98,5,1.07,clear sky
391,Tari,NG,12.4086,4.4914,86.38,49,95,13.0,overcast clouds
392,Sorland,NO,67.667,12.6934,43.59,76,68,4.81,broken clouds
393,Springbok,ZA,-29.6643,17.8865,62.1,42,23,6.73,few clouds
394,Taseyevo,RU,57.2169,94.8978,42.82,72,100,6.71,light rain
395,Otaru,JP,43.1894,141.0022,71.44,43,1,6.17,clear sky
396,Riberalta,BO,-10.9833,-66.1,73.09,97,100,2.3,overcast clouds
397,Huarmey,PE,-10.0681,-78.1522,68.22,86,99,7.85,overcast clouds
398,Saint-Joseph,RE,-21.3667,55.6167,80.2,81,40,7.72,scattered clouds
399,Aklavik,CA,68.2191,-135.0107,4.82,98,91,6.15,overcast clouds
400,Araouane,ML,18.9048,-3.5265,77.92,13,0,9.26,clear sky
401,Skaerbaek,DK,55.1573,8.769,39.9,87,9,6.67,clear sky
402,Tuatapere,NZ,-46.1333,167.6833,54.05,90,100,6.71,overcast clouds
403,Bubaque,GW,11.2833,-15.8333,75.33,72,79,10.16,broken clouds
404,Kahului,US,20.8947,-156.47,75.22,76,40,19.57,scattered clouds
405,Oranjemund,NA,-28.55,16.4333,60.42,71,16,6.15,few clouds
406,Tateyama,JP,34.9833,139.8667,64.65,72,100,6.93,overcast clouds
407,Belaya Gora,RU,68.5333,146.4167,25.63,78,100,1.81,overcast clouds
408,Nyimba,ZM,-14.5566,30.8149,65.53,92,99,3.8,overcast clouds
409,Oktyabrskoye,RU,43.0645,44.7417,46.54,87,100,13.42,overcast clouds
410,Umm Lajj,SA,25.0213,37.2685,75.27,61,5,9.35,clear sky
411,Komsomolskiy,UZ,40.4272,71.7189,61.52,72,40,6.91,scattered clouds
412,Garmsar,IR,35.2182,52.3409,80.08,21,63,1.92,broken clouds
413,Verkhnevilyuysk,RU,63.4453,120.3167,30.16,87,99,4.43,light snow
414,Mopipi,BW,-21.1833,24.8833,61.47,80,38,10.18,scattered clouds
415,Ladario,BR,-19.0047,-57.6017,72.28,60,1,2.24,clear sky
416,Mezen,RU,65.8522,44.24,28.0,73,23,0.74,few clouds
417,Bandarbeyla,SO,9.4942,50.8122,82.89,67,12,3.27,few clouds
418,Gambela,ET,8.25,34.5833,77.29,77,100,3.42,overcast clouds
419,Kitob,UZ,39.0843,66.8332,68.02,44,43,3.91,scattered clouds
420,Tshikapa,CD,-6.4167,20.8,70.3,98,100,2.98,moderate rain
421,Severo-Kurilsk,RU,50.6789,156.125,37.22,93,95,3.22,overcast clouds
422,Lata,PT,40.1629,-8.3327,44.08,94,31,1.03,scattered clouds
423,Shaoyang,CN,27.2315,111.4525,76.87,50,99,4.72,overcast clouds
424,Filadelfia,US,39.9523,-75.1638,48.97,62,40,5.75,scattered clouds
425,Cayenne,GF,4.9333,-52.3333,78.1,1,75,9.22,mist
426,Henties Bay,NA,-22.116,14.2845,69.03,58,63,1.95,broken clouds
427,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,77,75,15.93,broken clouds
428,Jalu,LY,29.0331,21.5482,62.44,30,9,9.35,clear sky
429,Namanga,KE,-2.5433,36.7905,66.9,80,85,5.57,overcast clouds
430,Fougamou,GA,-1.2154,10.5838,73.08,98,100,0.43,overcast clouds
431,Tommot,RU,58.9564,126.2925,33.26,50,100,4.27,light snow
432,Husavik,IS,66.0449,-17.3389,41.13,90,74,11.97,broken clouds
433,Doha,QA,25.2867,51.5333,78.78,61,0,6.91,clear sky
434,Van Buren,US,35.4368,-94.3483,62.15,95,100,8.01,overcast clouds
435,Salalah,OM,17.0151,54.0924,80.69,74,75,2.3,broken clouds
436,Carmo Do Cajuru,BR,-20.1842,-44.7711,59.63,80,0,3.29,clear sky
437,Kununurra,AU,-15.7667,128.7333,94.98,26,47,9.22,scattered clouds
438,San Quintin,MX,30.4833,-115.95,58.75,83,0,13.67,clear sky
439,Langres,FR,47.8333,5.3333,39.61,75,100,7.4,overcast clouds
440,Leningradskiy,RU,69.3833,178.4167,22.06,94,60,5.59,broken clouds
441,Rafai,CF,4.95,23.9167,69.49,99,100,2.48,overcast clouds
442,Krotoszyn,PL,51.6987,17.4374,46.56,96,100,2.1,overcast clouds
443,Hirara,JP,24.8,125.2833,80.87,78,75,18.41,broken clouds
444,Puqi,CN,29.7167,113.8833,80.92,44,0,11.65,clear sky
445,Andenes,NO,69.3143,16.1194,42.78,81,75,9.22,broken clouds
446,Mulchen,CL,-37.7167,-72.2333,45.43,78,93,2.24,overcast clouds
447,Abnub,EG,27.2696,31.1511,57.42,53,1,12.91,clear sky
448,Evensk,RU,61.95,159.2333,26.22,77,90,2.3,overcast clouds
449,Tezu,IN,27.9167,96.1667,86.38,49,1,4.59,clear sky
450,Malakal,SS,9.5334,31.6605,83.17,60,76,6.51,broken clouds
451,Miraflores,MX,19.2167,-98.8083,63.03,73,87,3.47,overcast clouds
452,Bethanien,NA,-26.502,17.1583,61.45,44,39,7.58,scattered clouds
453,Korla,CN,41.7597,86.1469,73.56,19,98,0.36,overcast clouds
454,Nuuk,GL,64.1835,-51.7216,23.61,93,100,9.22,light snow
455,Pochutla,MX,15.7432,-96.4661,78.82,62,17,3.89,few clouds
456,Concordia,AR,-31.393,-58.0209,62.78,92,75,16.11,moderate rain
457,Shanghai,CN,31.2222,121.4581,77.94,54,0,6.71,clear sky
458,Clemencia,CO,10.5665,-75.325,78.17,84,91,6.44,overcast clouds
459,Abha,SA,18.2164,42.5053,66.02,59,0,0.0,clear sky
460,Coari,BR,-4.085,-63.1414,72.91,99,99,2.84,overcast clouds
461,Maykor,RU,59.0059,55.88,27.68,61,66,12.93,broken clouds
462,Suba,PH,10.8438,121.0102,84.06,72,76,7.0,broken clouds
463,Beyneu,KZ,45.3167,55.2,73.62,30,60,15.9,broken clouds
464,Dubbo,AU,-32.25,148.6167,69.93,46,87,6.91,overcast clouds
465,Shaunavon,CA,49.6501,-108.4181,22.78,84,45,4.72,scattered clouds
466,Saint-Paul,RE,-21.0096,55.2707,81.73,76,84,0.13,broken clouds
467,Salina Cruz,MX,16.1667,-95.2,80.74,68,1,4.07,clear sky
468,Hokitika,NZ,-42.7167,170.9667,62.17,96,85,10.56,overcast clouds
469,Cap-Aux-Meules,CA,47.3821,-61.8597,37.42,75,13,23.02,few clouds
470,Kotido,UG,2.9806,34.1331,69.4,83,88,6.42,light rain
471,Mombetsu,JP,44.3525,143.3525,75.22,16,0,13.8,clear sky
472,Bilma,NE,18.6853,12.9164,77.85,12,1,4.43,clear sky
473,Obo,CF,5.3998,26.4869,68.74,97,100,2.86,overcast clouds
474,Dharan,NP,26.8125,87.2835,87.08,43,8,6.8,clear sky
475,Pecos,US,31.4229,-103.4932,79.63,13,0,6.91,clear sky
476,Bengkulu,ID,-3.8004,102.2655,85.21,64,75,7.63,broken clouds
477,Iskateley,RU,67.6803,53.1512,18.46,92,74,8.32,broken clouds
478,Sujiatun,CN,41.6592,123.3392,69.98,40,0,20.13,clear sky
479,Grenville,GD,12.1167,-61.6167,78.85,76,28,15.08,scattered clouds
480,Nabire,ID,-3.3667,135.4833,85.53,73,96,4.65,overcast clouds
481,Puerto Madryn,AR,-42.7692,-65.0385,53.51,46,8,12.44,clear sky
482,Baiyin,CN,36.5583,104.2081,64.76,10,77,12.5,broken clouds
483,Capitao Poco,BR,-1.7464,-47.0594,72.34,98,100,3.42,overcast clouds
484,Saint-Pierre,RE,-21.3393,55.4781,81.28,82,75,8.05,broken clouds
485,Guymon,US,36.6828,-101.4816,66.2,34,0,10.36,clear sky
486,Mongoumba,CF,3.6415,18.5936,70.97,99,100,3.51,light rain
487,Pemangkat,ID,1.1667,108.9667,85.71,68,48,8.23,scattered clouds
488,Sioux Lookout,CA,50.1001,-91.917,32.07,100,100,5.75,light intensity drizzle
489,Waingapu,ID,-9.6567,120.2641,85.87,67,69,9.78,broken clouds
490,Papara,BR,-3.9839,-38.7273,81.0,97,33,2.35,scattered clouds
491,Dongsheng,CN,39.8161,109.9776,52.54,32,25,24.63,scattered clouds
492,Ayagoz,KZ,47.9714,80.4392,61.66,29,57,15.84,broken clouds
493,Maniitsoq,GL,65.4167,-52.9,25.2,63,100,11.1,snow
494,Salinopolis,BR,-0.6136,-47.3561,78.4,87,100,6.15,overcast clouds
495,Krapivinskiy,RU,54.9992,86.8133,42.37,72,100,7.74,overcast clouds
496,Green Valley,US,31.8543,-110.9937,76.15,21,0,9.33,clear sky
497,Geraldton,AU,-28.7667,114.6,86.41,19,83,14.97,broken clouds
498,Marktoberdorf,DE,47.7833,10.6167,32.27,79,20,0.0,few clouds
499,Faya,SA,18.3851,42.4509,66.31,42,77,1.07,broken clouds
500,Sechura,PE,-5.5569,-80.8222,68.79,79,83,15.41,broken clouds
501,Coyah,GN,9.75,-13.4167,79.75,82,82,2.62,broken clouds
502,Hobyo,SO,5.3505,48.5268,83.95,68,95,10.67,overcast clouds
503,Marsa Matruh,EG,31.3525,27.2453,48.4,81,0,0.0,clear sky
504,Hambantota,LK,6.1241,81.1185,86.34,84,75,5.75,broken clouds
505,Sistranda,NO,63.7256,8.834,40.96,88,14,8.37,few clouds
506,Jurm,AF,36.8648,70.8342,60.75,54,98,2.86,overcast clouds
507,Shimoda,JP,34.6667,138.95,66.11,72,100,5.68,moderate rain
508,Pahrump,US,36.2083,-115.9839,71.65,26,7,13.0,clear sky
509,Esso,RU,55.9333,158.7,24.93,92,100,6.91,light snow
510,Redding,US,40.5865,-122.3917,56.97,71,20,26.46,few clouds
511,Kieta,PG,-6.2167,155.6333,84.24,71,26,3.78,scattered clouds
512,Chernyshevskiy,RU,63.0128,112.4714,25.92,85,100,7.25,light snow
513,Sukumo,JP,32.9333,132.7333,61.39,98,100,6.06,light rain
514,Coihaique,CL,-45.5752,-72.0662,47.01,87,100,6.91,light rain
515,Isiro,CD,2.7739,27.616,66.79,99,93,1.77,overcast clouds
516,Chipinge,ZW,-20.1883,32.6236,58.3,99,100,1.83,light rain
517,Passi,PH,11.15,122.65,87.82,65,88,8.68,overcast clouds
518,Half Moon Bay,US,37.4636,-122.4286,60.06,84,100,16.11,mist
519,Rocha,UY,-34.4833,-54.3333,63.66,77,100,10.38,overcast clouds
520,Elliot Lake,CA,46.3834,-82.6331,32.68,92,100,12.01,snow
521,Ashoknagar,IN,24.5667,77.7167,98.04,12,92,10.51,overcast clouds
522,Malanje,AO,-9.5402,16.341,64.22,97,100,2.82,light rain
523,Zaysan,KZ,47.4667,84.8667,59.74,32,98,6.55,overcast clouds
524,Clyde River,CA,70.4692,-68.5914,-0.17,85,100,6.91,light snow
525,Saint-Augustin,CA,51.226,-58.6502,34.27,93,94,14.05,overcast clouds
526,Jiayuguan,CN,39.8167,98.3,61.39,12,100,3.74,overcast clouds
527,Ostrow Mazowiecka,PL,52.8024,21.8951,46.62,96,100,8.03,light rain
528,Amberley,US,39.2048,-84.428,61.36,40,100,9.22,overcast clouds
529,Shahr-E Babak,IR,30.1165,55.1186,69.57,11,19,4.29,few clouds
530,Souillac,MU,-20.5167,57.5167,79.18,89,40,3.44,scattered clouds
531,Moron,AR,-34.6534,-58.6198,62.96,95,94,6.13,moderate rain
532,Aykhal,RU,66.0,111.5,20.07,85,100,11.63,overcast clouds
533,Sikonge,TZ,-5.6333,32.7667,67.82,73,88,5.06,overcast clouds
534,Marzuq,YE,14.4,46.4667,77.5,13,0,4.45,clear sky
535,Dunkwa,GH,5.9656,-1.78,73.63,97,100,1.86,overcast clouds
536,Hamilton,US,39.1834,-84.5333,61.9,41,100,9.22,overcast clouds
537,Nikolsk,RU,53.7189,46.0712,42.12,95,100,12.68,light rain
538,North Myrtle Beach,US,33.816,-78.68,60.85,76,0,4.61,clear sky
539,Salgueiro,BR,-8.0742,-39.1192,72.79,75,93,10.27,overcast clouds
540,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.76,99,100,1.21,overcast clouds
541,Akdepe,TM,42.0551,59.3788,68.09,42,0,4.59,clear sky
542,Acapulco,MX,16.8634,-99.8901,78.94,63,0,6.78,clear sky
543,Webuye,KE,0.6075,34.7697,64.92,86,49,2.77,scattered clouds
544,Tres Picos,MX,15.8667,-93.5333,79.9,81,5,2.21,clear sky
545,Usinsk,RU,65.9939,57.5281,14.68,75,8,15.86,clear sky
546,Vardo,NO,70.3705,31.1107,37.63,96,56,12.44,broken clouds
547,Waipawa,NZ,-41.4122,175.5153,65.97,70,17,12.06,moderate rain
548,Ayr,GB,55.4627,-4.6339,42.78,70,0,16.11,clear sky
549,Paamiut,GL,61.994,-49.6678,33.39,75,100,36.13,light snow
550,North Platte,US,41.1239,-100.7654,55.38,38,69,7.0,broken clouds
551,Sabzevar,IR,36.2126,57.6819,60.08,59,0,9.22,clear sky
552,Qaqortoq,GL,60.7167,-46.0333,30.7,77,100,5.79,snow
553,Orbetello,IT,42.4408,11.2196,53.62,93,91,4.61,overcast clouds
554,Mackenzie,CA,55.2999,-123.1698,34.02,60,100,0.0,overcast clouds
555,Sampit,ID,-2.5333,112.95,83.73,73,99,2.28,overcast clouds
556,Gamba,GA,-2.65,10.0,76.32,92,100,3.56,overcast clouds
557,Fengzhen,CN,40.4394,113.1536,56.17,26,45,23.49,scattered clouds
558,Klyuchi,RU,52.2667,79.1667,49.93,93,100,14.61,moderate rain
559,Nakusp,CA,50.2499,-117.8023,46.74,49,93,6.91,overcast clouds
560,Vila Velha,BR,-20.3297,-40.2925,72.95,81,0,2.3,clear sky
561,Kisesa,TZ,-3.0833,34.15,65.12,87,100,3.74,overcast clouds
562,Hammerfest,NO,70.6634,23.6821,37.85,93,75,2.3,broken clouds
563,Najran,SA,17.4924,44.1277,72.25,16,0,2.08,clear sky
564,San Policarpo,PH,12.1791,125.5072,83.12,82,88,9.98,overcast clouds
565,Bagotville,AU,-28.9833,153.4167,75.22,99,63,8.59,broken clouds
566,Nizwa,OM,22.9333,57.5333,86.58,15,63,3.96,broken clouds
567,Dudinka,RU,69.4058,86.1778,20.62,82,95,13.13,overcast clouds
568,Laurel,US,39.0993,-76.8483,51.6,68,0,4.61,clear sky
569,Bukama,CD,-9.2,25.85,68.49,99,97,0.85,light rain
570,Te Anau,NZ,-45.4167,167.7167,53.22,92,100,2.15,overcast clouds
571,Yangambi,CD,0.8102,24.4336,69.75,97,100,1.12,overcast clouds
572,Guthrie,US,35.8789,-97.4253,70.88,56,0,6.91,clear sky
573,Eyrarbakki,IS,63.863,-21.1481,46.45,88,100,7.47,overcast clouds
574,Klaksvik,FO,62.2266,-6.589,47.32,91,9,13.91,clear sky
575,Biak,ID,-0.9131,122.8766,84.4,67,75,2.62,broken clouds
576,Ugoofaaru,MV,5.6667,73.0,84.06,75,76,6.98,broken clouds
577,Nisia Floresta,BR,-6.0911,-35.2086,77.38,94,22,6.26,light rain
578,Bintulu,MY,3.1667,113.0333,88.21,79,40,7.0,scattered clouds
579,Twentynine Palms,US,34.1356,-116.0542,67.86,37,0,6.33,clear sky
580,North Las Vegas,US,36.1989,-115.1175,80.02,14,0,17.27,clear sky
581,Vvedenskoye,RU,55.4753,65.0847,40.33,86,94,10.07,overcast clouds
582,Semirom,IR,31.4167,51.5667,59.07,24,99,1.54,overcast clouds
583,Gboko,NG,7.3179,8.9951,77.58,81,55,9.62,broken clouds
584,Peniche,PT,39.3558,-9.3811,55.11,90,83,11.36,broken clouds
585,Arrecife,ES,28.963,-13.5477,62.58,72,100,17.27,overcast clouds
586,Kenai,US,60.5544,-151.2583,44.69,47,0,8.05,clear sky
587,Krasnoshchekovo,RU,51.6708,82.7289,50.74,73,100,18.1,overcast clouds
588,Orlik,RU,52.5178,99.825,33.8,53,83,4.16,broken clouds
589,Linhares,BR,-19.3911,-40.0722,67.14,96,2,4.52,clear sky
590,Kemijarvi,FI,66.7131,27.4306,41.38,93,65,4.32,broken clouds
591,Ballina,AU,-28.8667,153.5667,75.38,96,100,5.75,overcast clouds
592,Taksimo,RU,56.3444,114.8794,30.04,65,100,2.55,overcast clouds
593,Pitimbu,BR,-7.4706,-34.8086,75.79,82,46,10.63,scattered clouds
594,Ndioum,SN,16.5129,-14.6471,82.69,23,23,11.79,few clouds
595,Abu Samrah,SY,35.3029,37.1841,55.54,69,0,7.58,clear sky
596,Sandwick,GB,60.0,-1.25,42.62,100,100,11.5,fog
597,Nago,JP,26.5881,127.9761,84.63,68,53,15.12,broken clouds
598,Acuitzio,MX,20.345,-101.9771,67.48,29,1,6.64,clear sky
599,Noumea,NC,-22.2763,166.4572,82.38,67,9,7.43,clear sky
600,Tecoanapa,MX,16.5167,-98.75,79.23,70,5,3.71,clear sky
601,Las Margaritas,MX,16.3167,-91.9833,61.02,84,78,2.3,broken clouds
602,Asfi,MA,32.2994,-9.2372,54.79,73,3,11.45,clear sky
603,Don Sak,TH,9.3168,99.6918,89.94,71,98,7.63,overcast clouds
604,Dalvik,IS,65.9702,-18.5286,40.93,77,84,5.46,broken clouds
605,Havoysund,NO,70.9963,24.6622,41.23,92,100,17.25,overcast clouds
606,Lodja,CD,-3.4833,23.4333,68.94,100,100,1.83,moderate rain
607,Morondava,MG,-20.2833,44.2833,78.94,75,6,8.9,clear sky
608,Esmeraldas,BR,-19.7625,-44.3139,68.86,82,1,3.4,clear sky
609,Sumkino,RU,58.1108,68.3244,31.53,88,100,13.49,light snow
610,Nepa Nagar,IN,21.4667,76.4,98.62,15,88,16.93,overcast clouds
611,Chardara,KZ,41.2547,67.9692,67.08,57,84,2.44,broken clouds
612,Peterongan,ID,-7.5394,112.2792,85.37,71,65,8.3,broken clouds
613,Zheleznodorozhnyy,RU,55.7503,38.0042,46.81,83,90,16.26,overcast clouds
614,Arman,RU,59.7,150.1667,34.02,63,100,1.88,overcast clouds
615,Raudeberg,NO,61.9875,5.1352,43.86,74,5,7.27,clear sky
616,Zhiryatino,RU,53.2228,33.7306,44.92,94,100,11.3,light rain
617,Crotone,IT,39.0851,17.1178,58.19,93,94,11.32,overcast clouds
618,Caravelas,BR,-17.7125,-39.2481,72.86,79,0,5.32,clear sky
619,Avera,US,33.194,-82.5271,59.05,71,100,11.12,overcast clouds
620,Shimanovsk,RU,52.0,127.7,46.11,28,96,10.71,overcast clouds
621,Smithers,CA,54.7804,-127.1743,43.12,42,100,4.61,overcast clouds
622,Vetralla,IT,42.3098,12.0784,53.11,92,100,4.29,overcast clouds
623,Bonfim,BR,3.0833,-59.95,79.14,76,99,3.65,overcast clouds
624,Batemans Bay,AU,-35.7167,150.1833,67.1,67,96,8.14,overcast clouds
625,Kenora,CA,49.8167,-94.4337,36.57,93,100,10.36,mist
626,Umm Kaddadah,SD,13.6017,26.6876,77.76,17,100,18.86,overcast clouds
627,Holland,US,42.7875,-86.1089,48.56,69,100,10.36,overcast clouds
628,Akhmeta,GE,42.0311,45.2075,50.52,84,76,2.13,broken clouds
629,Oltu,TR,40.5498,42.0013,50.5,66,32,0.85,scattered clouds
630,Suleja,NG,9.1758,7.1808,74.39,87,100,2.33,overcast clouds
631,Motril,ES,36.7507,-3.5179,48.27,66,0,15.82,clear sky
632,Meadow Lake,US,34.8014,-106.5436,69.3,17,0,5.84,clear sky
633,Buin,CL,-33.7333,-70.75,60.73,66,0,2.55,clear sky
634,La Rioja,ES,42.25,-2.5,38.98,99,100,4.76,overcast clouds
635,Male,MV,4.1748,73.5089,87.75,70,75,5.75,broken clouds
636,Port-Cartier,CA,50.0334,-66.8654,34.75,76,4,11.99,clear sky
637,Warrington,GB,53.3925,-2.5802,46.87,77,100,6.91,overcast clouds
638,Ekhabi,RU,53.5102,142.9671,32.5,83,100,16.78,overcast clouds
639,Tiarei,PF,-17.5333,-149.3333,82.42,72,73,8.66,light rain
640,Plettenberg Bay,ZA,-34.0527,23.3716,66.42,58,100,6.04,overcast clouds
641,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,69,76,8.28,broken clouds
642,Bonavista,CA,48.6499,-53.1147,35.37,92,100,14.58,overcast clouds
643,Punta Alta,AR,-38.8759,-62.0736,51.94,83,2,6.33,clear sky
644,Gimli,CA,50.6336,-96.9907,32.02,100,100,8.05,overcast clouds
645,Lithgow,AU,-33.4833,150.15,60.48,51,48,8.32,scattered clouds
646,Antalaha,MG,-14.9003,50.2788,74.7,96,100,5.57,heavy intensity rain
647,Omsukchan,RU,62.5333,155.8,19.58,80,80,4.92,broken clouds
648,Svetlyy,RU,54.675,20.1347,47.97,84,95,9.35,overcast clouds
649,Esperance,AU,-33.8667,121.9,66.04,56,100,10.56,overcast clouds
650,Narsingdi,BD,23.9208,90.7181,82.42,64,40,5.06,scattered clouds
651,Sinnai,IT,39.3042,9.2036,54.05,94,40,9.22,scattered clouds
652,Lagunas,PE,-5.2269,-75.6753,72.32,98,98,2.26,moderate rain
653,Pacific Grove,US,36.6177,-121.9166,58.01,73,7,21.0,clear sky
654,Gurupi,BR,-11.7292,-49.0686,76.24,74,48,2.51,scattered clouds
655,Nieuwpoort,BE,51.1244,2.7735,48.02,76,20,11.5,few clouds
656,Ban Nahin,LA,18.2418,104.2122,95.22,36,1,5.01,clear sky
657,Lucena,PH,13.9314,121.6172,87.1,61,31,7.76,scattered clouds
658,College,US,64.8569,-147.8028,44.55,31,0,5.75,clear sky
659,Sakakah,SA,29.9697,40.2064,65.77,22,0,10.83,clear sky
660,Nara,JP,34.6851,135.8049,67.37,66,100,6.42,light rain
661,Seredeyskiy,RU,54.0507,35.2318,43.99,95,100,9.4,light rain
662,Prince Rupert,CA,54.3161,-130.3201,53.29,37,0,9.22,clear sky
663,Coruripe,BR,-10.1256,-36.1756,77.11,75,53,6.35,broken clouds
664,Mantua,IT,45.1667,10.7833,50.95,74,100,1.99,overcast clouds
665,Tagusao,PH,9.1924,117.8141,87.12,67,91,3.0,light rain
666,Lehi,US,40.3916,-111.8508,58.55,39,77,3.0,broken clouds
667,Payakumbuh,ID,-0.2202,100.6308,88.0,50,94,2.77,overcast clouds
668,Nantucket,US,41.2835,-70.0995,43.14,86,0,0.0,clear sky
669,Jacareacanga,BR,-6.2222,-57.7528,72.37,99,88,1.45,overcast clouds
670,Amapa,BR,1.0,-52.0,71.87,100,100,1.19,overcast clouds
671,Dicabisagan,PH,17.0818,122.4157,84.04,75,25,6.11,scattered clouds
672,Kaeo,NZ,-35.1,173.7833,70.32,90,69,7.54,broken clouds
673,Khani,GE,41.9563,42.9566,40.57,79,16,3.13,few clouds
674,Barabinsk,RU,55.3571,78.357,48.51,53,82,6.04,broken clouds
675,Saskylakh,RU,71.9167,114.0833,13.37,91,100,6.51,overcast clouds
676,Boissevain,CA,49.2306,-100.0559,34.3,92,99,16.33,overcast clouds
677,Necochea,AR,-38.5473,-58.7368,56.25,90,94,9.01,overcast clouds
678,Thanh Hoa,VN,19.8,105.7667,80.49,66,60,7.87,broken clouds
679,Barranca,PE,-10.75,-77.7667,66.87,86,89,6.73,overcast clouds
680,Morehead,US,37.2711,-87.1764,57.78,81,100,9.22,overcast clouds
681,Anadyr,RU,64.75,177.4833,32.5,74,75,6.71,light snow
682,Kokoda,PG,-8.8785,147.7407,81.36,88,93,3.09,overcast clouds
683,Lingao,CN,19.9103,109.6859,80.64,71,19,8.59,few clouds
684,Novokizhinginsk,RU,51.6115,109.5917,41.11,36,89,12.3,overcast clouds
685,Dolores,AR,-36.3132,-57.6792,58.24,93,86,6.73,overcast clouds
686,Tonj,SS,7.2737,28.6822,77.18,70,77,8.63,broken clouds
687,Shinuhayr,AM,39.4367,46.3179,52.34,76,6,4.32,clear sky
688,Kachug,RU,53.9606,105.8817,40.53,51,100,13.24,light rain
689,Tiznit,MA,29.5833,-9.5,50.34,78,10,4.03,clear sky
690,Tharad,IN,24.3961,71.6267,93.4,32,29,8.57,scattered clouds
691,Abu Kamal,SY,34.4506,40.9171,63.63,40,0,11.65,clear sky
692,Aberdeen,GB,57.1437,-2.0981,39.65,100,100,3.44,fog
693,Mpika,ZM,-11.8343,31.4529,60.57,95,100,7.78,overcast clouds
